編號,縣市,所在轄區,X坐標,Y坐標,公園名稱,里別,面積公頃,類別,座落位置,管理單位,使用分區,附註,使用告示牌1,搖搖椅,搖搖樂,攀岩牆,旋轉地球,鐵馬搖椅,雙座潛艇滑軌,天梯爬梯,鏡子護欄,泡泡窗,方向盤,螺旋滑梯,海底峽谷爬梯,彈力蹺蹺板,蹺蹺板,攀爬梯網狀爬架,盪鞦韆,溜滑梯,吊橋,親子木樁,沙坑,大型兒童遊具,中型兒童遊具,小型兒童遊具,轉轉拼圖,其他遊樂設施,使用告示牌2,單槓引體向上,雙槓,高低槓,平行槓平行桿,三人扭腰器長,三人扭腰器圓轉腰器,平步機,伸腰伸臂架腰腹訓練器,壓腿器,太空漫步機雙人漫步機,肩關節康復器大轉輪,腰背按摩器,上肢牽引器,腹肌架腹肌運動,太極揉推器,平衡木,撐體向上,跳躍運動,仰臥舉腿,上下階運動,左右側跳,伏地挺身,俯前坐,腿筋伸展,衝浪板雙人浪板,吊環,雙向爬梯,天梯雲梯,滑輪吊環,滾背伸展,仰臥起坐,垂直爬梯,划船器,其他體健設施,石椅,靠背石椅,木椅,靠背木椅,鋁椅,靠背鋁椅,塑鋼椅,靠背塑鋼椅,白鐵椅,靠背白鐵椅,白鐵管椅,靠背白鐵管椅,玻璃椅,其他休憩設施,對奕石桌椅1:2,對奕石桌椅1:4,熄菸筒,石桌椅1:4,野餐桌椅,其他,木製涼亭,涼亭,瞭望台,花架,景觀壁燈,燈箱,高燈,矮燈,地底燈,橋樑,水龍頭1,電源開關箱,身障斜坡,身障扶手,P型身障扶手,C101,舞台,籃球場,網球場,羽球場,溜冰場,排球場,舉重館,槌球場,客家文化館,寵物新樂園沙坑,噴水池,管理單位說明,違規罰鍰,使用注意事項,公布欄,好望角,自行車路線圖,指示標誌,健康步道,垃圾桶1,腳踏車架,腳踏車停車位,機車停車位,汽車停車位,殘障停車位,遊覽車停車位,擋車阻,公廁,移動式廁間,便器蹲式1,便器坐式1,沖水器腳踏式1,沖水器水箱型1,垃圾桶2,門1,標誌1,XA8身障扶手,身障間洗手台2,小便區2,小便斗2,噴水器按押式2,噴水器感應式2,XB4身障扶手,煙蒂盒2,洗手台區2,鏡1,水槽1,水龍頭2,給皂盒1,衛生紙盒1,垃圾桶3,XC7身障扶手,便器蹲式2,便器坐式2,沖水器腳踏式2,沖水器水箱型2,垃圾桶4,門2,標誌2,YA8身障扶手,身障間洗手台1,小便區1,小便斗1,噴水器按押式1,噴水器感應式1,YB4身障扶手,煙蒂盒1,洗手台區1,鏡2,水槽2,水龍頭3,給皂盒2,衛生紙盒2,垃圾桶5,YC7身障扶手,門3,窗,照明燈,空調抽風機,洗腳池,台電電箱數量,台電電箱面積m2,中華電信設備箱數量,中華電信設備箱面積m2,欣南瓦斯設備箱數量,欣南瓦斯設備箱面積m2,第四台業者設備箱數量,第四台業者設備箱面積m2,C195,C196,C197,C198,C199,公園全景
252,臺南市,北區,166282.92,2545419.72,賢良公園,賢北里,0.61,鄰里公園,賢北街二十九號,北區區公所,鄰里,,2,4,4,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,1,,2,1,,1,,2,1,,1,,1,,,,,,,,,,,,,,,,,,,,11,,13,,,8,,,,,,,,,,8,2,,,,1,,,,,,11,,,,5,1,,,1,,,1,,,,,,,,,,1,,3,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
253,臺南市,北區,166203.66,2545196.79,賢北公園,賢北里,0.43,鄰里公園,賢北街十五巷,北區區公所,鄰里,,,2,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,2,1,,1,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,13,,,10,,6,,,,,,,,,,3,2,,,,1,,,,,,8,,,,5,1,,,,,,,,,,,,,,,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48000,,,,,,,,,,,,1
254,臺南市,北區,168145.86,2545253.2,育德公園,和順里,0.42,鄰里公園,民德路八十號,北區區公所,鄰里,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,2,,2,,,,3,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,1,,,,2,1,9,,,,4,1,,,,1,,,,,,,,,,,,1,1,2,1,,,,1,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,149600,,,,,,,,,,,,1
255,臺南市,北區,170014.49,2545995.86,實踐公園,實踐里,0.2,鄰里公園,實踐街(鐵路平交道旁),北區區公所,鄰里,,1,,3,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,5,,,,2,1,,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
256,臺南市,北區,166904.39,2546257.04,大和公園,大和里,0.4428,鄰里公園,中華北路變電所邊,北區區公所,鄰里,,,,4,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,16,,,1,,,,,,,,,,,,2,,1,2,,,,,,,,17,,,,4,1,1,,,,,,,,,,,,,,,1,2,,,,,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
257,臺南市,北區,168094.74,2544920.91,和順公園,和順里,0.27,鄰里公園,海安路&臨安路&公園南路,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,11,,,,6,1,2,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
258,臺南市,北區,169697,2545839.08,光武公園,光武里,0.6366,鄰里公園,北門路二段(近長榮路五段),北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
259,臺南市,北區,169486.62,2545739.31,光武運動公園,光武里,0.3424,鄰里公園,北門路二段547巷78弄旭日街120巷口,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,2,1,,,2,,,1,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
260,臺南市,北區,167849.55,2546633.24,北元公園,文元里,0.196,鄰里公園,海安路三段958巷&文成三路682巷,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,6,,,,,,,,,,,,,7,,,,,,,,,,,14,,,,8,1,2,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,95200,,,,,,,,,,,,1
261,臺南市,北區,168080.75,2546736.52,育北公園,成德里,0.6724,鄰里公園,育德二路與育德二路777巷,北區區公所,鄰里,,1,,1,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,4,,,,,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,5,,17,12,,,,,,,,,,,,5,,,,,2,,,,,,18,,,,2,1,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,1
262,臺南市,北區,168803.55,2546873.24,福安公園,成功里,0.4087,鄰里公園,中華北路二段&北成路,北區區公所,鄰里,,1,,3,,,,,,,,,,,,,,,,,,,,,1,,,2,,,1,,2,,,1,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,6,,3,,,,,,,,,,3,,,,,3,,,,,,19,,,,6,1,,,2,,,,,,,,,,,,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263,臺南市,北區,167680.05,2546212.68,元成公園,文原里,0.4443,鄰里公園,文成三路&文賢二街,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,8,,,,,,,,,,,12,,,,5,,,,2,,,,,,,,,,,,,1,2,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38400,,,,,,,,,,,,1
264,臺南市,北區,167806.71,2545942.88,文元公園,文元里,0.5549,鄰里公園,文成路&文賢三街,北區區公所,鄰里,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,16,,,4,,,,,,,,,,,,,,,4,,,,,,,,13,,,,6,1,,,2,,1,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91000,,,,,,,,,,,,1
265,臺南市,北區,167623.44,2545740.89,元昌公園,文元里,0.5181,鄰里公園,文賢二街&文賢一街182巷,北區區公所,鄰里,,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,6,,5,7,,,,,,,,,,,,5,,,1,,,,,,,,15,,,,11,1,,,2,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,160800,,,,,,,,,,,,1
266,臺南市,北區,168151.43,2546332.25,孝德公園,成德里,0.5732,鄰里公園,文成三路&育德二路,北區區公所,鄰里,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,2,,,2,,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,10,5,,,,,,,,,,,,8,,,,,1,,,,,,12,,,,4,1,,,3,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
267,臺南市,北區,168330.7,2546667.5,順德公園,成德里,0.3513,鄰里公園,北成路(荷蘭村汽車旅館旁),北區區公所,鄰里,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,15,2,,,2,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
268,臺南市,北區,168505.25,2546248.49,凱德公園,成德里,0.75,鄰里公園,育德一街200號前,北區區公所,鄰里,,1,,7,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,1,,1,1,,,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,6,,15,,,,,,,,,,,,,2,,,,,,,,,,,7,5,,,6,1,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
269,臺南市,北區,167443.78,2546476.99,文中公園,文元里,0.1996,鄰里公園,中華北路二段25巷與文賢路1180巷口,北區區公所,鄰里,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,1,,,,,,,,,,,9,6,,,6,1,,,2,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
270,臺南市,北區,169675.72,2545176.61,勝安香草運動公園(富台段公兒20),勝安里,0.77,鄰里公園,開元路63巷旁,北區區公所,鄰里,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,2,1,1,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,15,,,,,,,,,,,,,1,,,,,,1,,,,,9,4,,,1,,4,,,,,1,,,1,,,,,,,1,2,1,,,,1,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
271,臺南市,北區,169605.85,2545990.06,實踐段公兒30,實踐里,0.1519,鄰里公園,大武街(實踐社區活動中心正後方),北區區公所,鄰里,,1,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
272,臺南市,北區,166699.89,2545334.9,大豐公園,大豐里,0.4855,鄰里公園,武聖路&和緯路黃昏市場旁,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,1,,2,,3,,,,,1,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,,,,,3,1,1,2,,,,,,,,11,,,,4,1,,,3,,,,,,,,,,,,,1,2,1,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
273,臺南市,北區,168500.33,2545606.87,立德公園,成德里,0.4791,鄰里公園,育德一街與立賢路口,北區區公所,鄰里,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,1,2,,1,,1,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,1,,,,2,,6,11,,,4,2,,,3,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.44,,,,,,,,,,1
274,臺南市,北區,168066.62,2545668.25,延平公園(和緯林蔭步道),延平里,0.1973,鄰里公園,和緯路一段與公園路交叉口,北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,1,,,,,,6,1,,,2,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6300,,,,,,1
275,臺南市,北區,168336.23,2546648.42,正德公園,成德里,0.3192,鄰里公園,北成路(荷蘭村汽車旅館旁),北區區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84000,,,,,,,,,,,,1
276,臺南市,北區,170676.32,2544911.05,重興綠園(公兒N3),重興里,0.1377,鄰里公園,林森路3段140巷內,北區區公所,鄰里,,,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,2,,,3,,,,,,,,,,,,1,,,,,,,,,,,3,3,,,1,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
277,臺南市,下營區,174380.76,2570325.49,公二,,2.2025,區域公園,,下營區公所,大型,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,4,,,,,,,,,,,,4,,,,5,,,,1,4,5,,3,,1,,,,,1,,,,,,,,,,,,,2,,,,,1,3,,,,,,,4,1,,,1,,1,1,,,,,,3,,,,,,1,1,1,,,,,,1,,1,1,11,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1
278,臺南市,下營區,174062.3,2570592.57,公四,,0.03,鄰里公園,,下營區公所,鄰里,,1,1,4,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,1,,1,,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,4,,15,,,,,,,,,,,,,,,,,,,,,,,2,10,,10,,,,,,,,,2,1,,,,,,,,,,2,1,,,,1,,15,,,,,,,,1,,1,1,,2,2,2,1,,,,3,3,,,,1,,2,2,,,,,2,1,,3,3,3,11,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1
279,臺南市,下營區,174458.71,2571004.08,公兒一(下營公園),,0.98,鄰里公園,,下營區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,2,,,,,7,8,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,1,1,1,1,,2,2,1,,,2,,2,,,,,1,1,,,,,,1,,1,,2,2,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1
280,臺南市,仁德區,170295.25,2537491.86,台南都會公園,,40.87,區域公園,,公園管理二科,大型,,2,,4,,,,,,,,,,,,,1,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,71,13,,,,,,,,,,,,,,,,,,2,,,45,3,159,38,9,2,,6,,,6,1,1,4,,,1,,,,,,,,,4,,,,6,,11,6,,358,310,9,58,23,7,,5,4,1,4,6,7,4,3,5,,14,,14,1,,,2,6,8,,3,1,,12,7,2,17,18,18,5,1,3,,,,,,,,5,7,10,1,7,1,,,,,,,1,12,,,,,,,,,,,,1
281,臺南市,仁德區,174251.14,2541430.26,公1,,0.41,鄰里公園,,仁德區公所,鄰里,,,,6,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,12,,,,2,1,,,2,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
282,臺南市,仁德區,171906.76,2541694.29,公(兒)1,,0.77,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,5,,,,,,,,,,,,1,,,,1,,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,12,1,,1,,,1,1,1,,,,,1,1,,,,,1,1,1,,,,,1,,,1,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,1,10.4,,,,,,,,,,,,1
283,臺南市,仁德區,172278.13,2541609.31,公(兒)2,,0.77,鄰里公園,,仁德區公所,鄰里,,1,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,1,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1
284,臺南市,仁德區,172396.26,2541908.37,公(兒)3,,0.21,鄰里公園,,仁德區公所,鄰里,,,1,10,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,6,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.2,,,,,,,,,,,,1
285,臺南市,仁德區,172754.5,2541782.94,公(兒)4,,0.12,鄰里公園,,仁德區公所,鄰里,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.2,,,,,,,,,,,,1
286,臺南市,仁德區,172935.37,2541659.53,公(兒)5,,0.02,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
287,臺南市,仁德區,174258.9,2541321.36,公(兒)6,,0.14,鄰里公園,,仁德區公所,鄰里,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
288,臺南市,仁德區,174267.42,2541058.19,公(兒)7,,0.14,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,8,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
289,臺南市,仁德區,174265.54,2541010.58,公(兒)8,,0.14,鄰里公園,,仁德區公所,鄰里,,,,2,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,5,,,,,,,,,,,,1,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
290,臺南市,仁德區,174315.52,2541101.7,公(兒)9,,0.09,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,7,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
291,臺南市,仁德區,174304.8,2541049.26,公(兒)10,,0.09,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
292,臺南市,仁德區,174296.27,2541005,公(兒)11,,0.09,鄰里公園,,仁德區公所,鄰里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,8,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
293,臺南市,仁德區,173255.88,2540486.24,公(兒)13,,0.47,鄰里公園,,仁德區公所,鄰里,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,1,,,,,13,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,17,1,,1,,1,,,,,,,,1,1,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,0.9,,,,,,,,,,1
294,臺南市,仁德區,172460.22,2541684.89,公(兒)17,,0.11,鄰里公園,,仁德區公所,鄰里,,,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,,,,1,,,,,,10,,,,3,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
295,臺南市,北門區,161319.72,2576199.18,公1,,2.2231,區域公園,,北門區公所,大型,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,19,,,2,1,,,,,17,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,,,,3,,1,,1,,,,,,,,2,4,,,,,4,1,,,,3,,1,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,1
296,臺南市,永康區,172378.46,2544835.72,永康公園,,5.23,區域公園,,永康區公所,大型,,,,2,,,,,,,,,,,,,,1,,,,,,,2,,,,1,,1,,,1,,,1,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,15,,4,,,,,,,,,,,,,,,,,,4,,,,,,72,29,,1,,1,,,3,,,,,,,,,,,,,1,1,12,,,,9,,6,,,,,,,4,1,,1,,,1,1,1,,,,,2,,,,,,2,3,3,,,,,2,,,2,2,2,,,,,,,,,,,2,3,3,,2,,1,,,,,,,,,,,,,,,,,,,1
